,pc,ld,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,ma,pred
6549,1,136.21,105.0,1.6,10.5,15.9496,143.199,13.9872,177.429,9.4256,194.6595,9.0528,155.3895,18.0968,131.0295,11.0816,155.862,3,1
6550,1,154.31,210.0,3.2,63.0,14.1104,118.6395,12.7472,176.19,9.380174600844192,196.0455,9.8944,182.175,15.928,146.664,13.1912,139.44,3,0
6551,1,123.83,52.5,0.8,31.5,14.3984,109.7775,13.7984,151.4625,9.2984,191.5935,10.432,177.0825,13.5912,157.6995,12.8488,132.615,3,0
6552,1,100.24,52.5,5.6,73.5,13.7816,110.229,14.476,194.9115,9.8448,195.5835,9.592,150.2445,15.812,118.461,12.8728,181.2615,3,0
6553,2,112.91,52.5,10.4,136.5,13.0408,110.4285,12.7432,188.769,9.1576,202.146,8.048,192.927,15.334764208456244,124.887,15.1024,165.963,0,0
6554,1,127.43,115.5,3.2,31.5,15.6344,114.7125,13.036,175.3395,8.9288,199.9725,9.9608,160.587,15.5408,99.1095,13.3992,147.735,3,0
6555,2,166.38,126.0,4.8,84.0,14.8064,125.7165,14.3864,181.4295,9.4768,193.1055,10.344,191.0475,15.4432,127.89,12.8448,169.491,0,0
6556,4,106.5,63.0,8.8,63.0,11.9344,128.877,14.1232,183.246,9.82,204.141,9.312,166.2045,15.6576,124.215,12.048,166.11,1,0
6557,0,109.01,84.0,3.2,52.5,13.7144,132.8145,13.3992,194.124,8.3,193.7985,8.5976,126.7245,19.1192,109.914,12.2464,180.9885,2,0
6558,1,165.32,115.5,3.2,52.5,14.2528,132.426,13.1144,186.6165,9.7688,222.5475,9.143454445837396,186.3015,15.7648,103.2045,11.5248,169.6065,3,1
6559,3,95.34,105.0,4.0,84.0,15.836,115.5735,15.204,188.2125,8.9672,188.37,9.5608,162.3405,14.3736,115.92,11.0416,137.7495,3,0
6560,3,66.5,94.5,8.0,42.0,15.1904,128.9925,13.2376,183.8943132959058,9.1424,200.1825,9.196,194.124,15.6864,129.339,13.5392,181.65,3,0
6561,4,120.26,73.5,5.6,63.0,15.0616,136.353,14.208,199.0695,8.9952,217.3815,8.3672,136.9515,15.2432,116.319,11.9672,152.9955,1,0
6562,0,85.68,63.0,4.0,42.0,13.9584,105.0945,14.2728,170.268,9.416,187.1835,7.908,144.564,15.334764208456244,122.1255,12.1568,168.6405,2,0
6563,4,107.56,105.0,12.8,105.0,13.9888,89.2815,14.4256,196.5075,10.1016,205.2015,9.508,152.8275,14.688,105.3045,12.2256,172.6725,1,0
6564,1,123.86,73.5,2.4,94.5,14.4928,113.9775,15.328,173.376,9.380174600844192,206.661,9.72,159.0015,16.5344,133.2975,12.5888,181.4085,3,1
6565,0,112.68,73.5,7.2,84.0,14.2856,116.571,14.2792,185.661,10.2648,176.505,9.0992,166.2675,15.4648,105.294,13.2656,136.1955,2,0
6566,3,45.84,189.0,10.4,21.0,15.28,125.4855,13.5664,193.6515,10.6376,202.3875,8.9664,171.7485,15.4152,137.3295,11.7024,191.037,3,0
6567,3,129.36,73.5,8.8,31.5,15.212,137.4135,13.6512,175.1505,9.1936,197.7465,9.9136,182.574,13.748,122.703,12.7752,192.1605,3,0
6568,1,161.23,157.5,0.8,21.0,13.7192,135.555,14.7632,210.5985,9.464,167.9265,8.4768,184.905,15.8464,121.8315,10.8312,176.0115,3,1
6569,0,165.45,63.0,7.2,31.5,14.6072,133.476,14.5536,181.9755,9.7224,204.2355,9.7352,180.369,16.5392,110.9745,12.7608,163.191,2,0
6570,0,97.3,115.5,6.4,115.5,14.652,119.5635,13.9056,199.0065,9.3184,203.868,9.7824,163.4115,15.2856,104.3175,13.2808,154.2765,2,0
6571,3,107.63,31.5,12.0,42.0,13.2744,130.326,13.456,207.732,8.816,216.489,9.143454445837396,159.348,13.532,130.4415,12.712,165.228,3,0
6572,2,173.95,10.5,5.6,126.0,14.7152,131.082,13.704,184.9155,10.4368,198.0615,9.7336,158.9385,18.476,118.398,11.4952,160.2405,0,0
6573,3,90.14,42.0,6.4,115.5,13.6752,110.859,11.7744,188.412,9.7872,200.991,9.6968,184.443,14.9024,110.082,12.52185326061181,172.746,3,0
6574,4,153.39,63.0,10.4,31.5,12.8624,116.3505,13.664,176.421,10.88,215.5965,9.7008,172.4835,16.1432,84.147,11.524,145.656,1,0
6575,4,139.66,52.5,4.8,52.5,14.3904,131.8065,12.656,183.8943132959058,10.0952,203.8575,9.3592,156.975,13.844,124.74,12.52185326061181,159.6525,1,0
6576,4,103.82,73.5,9.6,94.5,14.5584,101.976,15.0952,192.213,7.7944,189.546,9.5808,201.0225,16.376,152.586,11.2368,141.1725,1,0
6577,3,57.21,115.5,7.2,42.0,13.8312,107.478,14.4856,184.128,9.1736,203.5845,8.7816,163.8105,13.2528,125.412,13.0072,190.9635,3,1
6578,3,128.24,10.5,6.4,126.0,15.0032,133.749,13.3544,196.497,8.6096,210.6825,7.1544,173.208,15.6512,120.771,12.1672,163.296,3,0
6579,3,112.17,84.0,5.6,94.5,14.1016,123.2073365962834,13.4632,187.6245,9.3592,202.3245,9.2904,160.0725,14.1304,114.5865,11.8344,179.928,3,0
6580,2,167.15,52.5,5.6,84.0,15.2384,137.9175,13.7536,198.807,7.4848,199.9935,10.4448,169.2395625349097,15.334764208456244,132.2055,11.2864,168.5308173850917,0,0
6581,1,127.15,73.5,0.8,31.5,13.8384,142.107,14.8776,181.6815,9.3888,187.971,8.008,148.0395,17.1144,113.736,12.748,172.9665,3,0
6582,0,125.04,73.5,12.0,31.5,13.9792,129.906,12.2704,184.947,9.568,214.368,8.9624,175.3185,17.0312,126.819,11.6816,153.153,2,0
6583,3,134.56,10.5,12.8,52.5,13.7016,113.4945,14.2848,183.8943132959058,8.8968,199.78686732152738,9.8552,174.321,15.9936,82.026,12.7968,161.217,3,0
6584,0,116.78,52.5,8.8,21.0,14.7304,113.085,13.896,167.811,8.5048,191.5935,8.7592,145.0365,17.176,128.163,11.6568,137.4345,2,0
6585,4,87.66,105.0,8.8,21.0,14.2112,123.2073365962834,13.69768284260269,182.973,10.1944,196.413,9.6464,170.0055,15.1624,118.1775,12.5128,168.5308173850917,1,0
6586,4,112.13,126.0,7.2,105.0,13.1248,114.702,13.7488,165.1545,9.4104,212.478,8.4424,191.8035,15.712,103.362,14.1104,172.893,1,0
6587,2,89.17,31.5,11.2,42.0,14.2312,126.7245,14.0208,181.2825,9.380174600844192,191.436,9.8584,171.255,14.8776,123.8475,13.6424,166.404,0,0
6588,2,102.17,52.5,6.4,52.5,13.2744,123.165,12.932,193.3995,7.9472,195.006,9.9776,180.306,15.7528,142.6425,12.7688,178.773,0,0
6589,1,136.2,63.0,4.8,63.0,14.864,124.6665,13.28,191.7615,9.8216,203.322,9.2496,144.669,14.8224,134.0745,12.2032,169.176,3,0
6590,4,153.94,94.5,4.0,115.5,13.9264,110.271,12.9824,161.469,10.1912,198.2505,10.8584,175.3815,15.4616,138.747,14.1384,159.558,1,0
6591,2,112.42,73.5,3.2,84.0,15.7608,125.7795,12.9648,179.7285,8.9776,202.293,9.9448,179.2455,13.0888,122.86838824694618,14.476,178.731,0,0
6592,3,100.82,63.0,6.4,21.0,14.4544,123.2073365962834,14.2632,182.658,8.3464,183.2145,10.5592,168.315,14.9872,145.383,12.0408,218.9355,3,0
6593,0,211.41,21.0,5.6,126.0,14.5544,109.242,13.2624,186.0495,10.864,198.6285,10.8104,137.172,14.7248,114.786,13.1272,168.5308173850917,2,0
6594,1,100.75,105.0,1.6,52.5,13.8752,149.1735,12.8728,188.8635,9.4888,201.075,8.8312,174.888,15.1144,142.3485,12.5608,170.772,3,1
6595,3,152.06,126.0,6.4,63.0,14.1752,132.405,13.072,172.074,9.9632,203.469,10.2024,171.612,15.6328,134.1585,11.732,162.057,3,1
6596,2,102.08,42.0,0.8,73.5,13.5672,110.3655,14.392,170.4045,10.2056,222.4635,8.7136,154.308,15.334764208456244,129.843,13.0248,157.5525,0,0
6597,0,127.89390483856542,21.0,8.8,31.5,13.7976,122.556,13.2648,188.6535,9.4952,192.402,9.0792,174.972,15.334764208456244,115.9095,12.9776,155.736,2,0
6598,4,127.89390483856542,52.5,8.8,63.0,15.2632,118.5975,13.9896,192.927,8.8032,190.2075,6.6928,180.18,15.98,99.855,13.0432,176.379,1,0
6599,2,136.43,42.0,7.2,52.5,13.8968,137.7495,14.6232,189.0525,9.0632,190.1865,9.788,164.892,17.2992,125.307,10.9496,175.1085,0,0
6600,4,157.59,52.5,9.6,52.5,14.8272,137.256,13.8064,164.535,8.7928,209.3595,9.548,189.378,15.8448,136.437,12.2024,187.572,1,0
6601,4,159.05,94.5,12.0,115.5,14.444,140.532,13.4728,190.617,7.8656,196.9485,8.5376,181.398,14.8944,114.408,12.1576,188.391,1,0
6602,2,120.84,31.5,7.2,94.5,14.0672,123.0705,13.69768284260269,192.339,9.6208,187.1625,8.68,182.889,14.0824,123.585,12.52185326061181,184.6845,0,0
6603,1,96.59,105.0,2.4,63.0,12.452,126.336,14.304,183.8943132959058,10.3608,201.264,8.5992,169.2395625349097,17.368,140.1015,11.5808,155.841,3,1
6604,2,156.77,115.5,8.8,84.0,13.3632,121.191,13.308,198.114,9.0088,190.7535,8.4864,161.0805,20.512,131.061,12.52185326061181,171.5385,0,0
6605,1,178.15,126.0,0.8,31.5,13.9856,114.492,14.6128,180.3165,9.912,197.295,9.7768,175.0455,13.0576,149.289,12.1536,161.847,3,0
6606,2,167.43,73.5,4.8,63.0,13.9816,114.9225,14.1032,181.6815,10.0128,195.594,9.9712,183.6345,16.0696,148.512,10.956,168.5308173850917,0,0
6607,3,223.57,63.0,1.6,52.5,14.2576,143.1465,15.9152,180.2745,9.3952,179.466,8.3448,180.999,16.5,75.873,12.1224,148.6905,3,0
6608,0,153.25,42.0,8.8,52.5,13.2152,117.138,14.1328,203.721,10.5504,209.118,8.4568,169.3335,14.884,96.6525,11.6432,175.9695,2,0
6609,3,144.85,63.0,6.4,63.0,14.7032,125.1075,15.4576,173.754,9.1584,196.917,9.1376,169.2395625349097,16.0336,134.9145,12.52185326061181,169.1235,3,1
6610,4,181.04,42.0,12.0,63.0,13.612,123.7005,13.5704,184.968,8.38,218.5575,9.143454445837396,194.8065,12.9272,97.671,13.068,172.1055,1,0
6611,3,149.98,105.0,3.2,94.5,14.736,121.506,14.2,189.252,10.1248,192.3495,7.9944,169.6695,16.036,152.4285,11.4768,171.444,3,1
6612,3,106.51,73.5,9.6,10.5,14.632,137.949,15.1808,173.817,9.380174600844192,193.494,8.5048,179.3085,16.0768,126.1785,11.4272,140.7945,3,0
6613,3,52.51,10.5,8.8,31.5,12.584,116.7075,16.0976,165.1125,8.0576,210.2415,9.9024,177.093,15.5,127.8165,12.2016,168.5308173850917,3,1
6614,1,184.66,63.0,3.2,63.0,15.5144,124.803,13.5784,190.47,8.9768,221.529,9.3384,168.693,13.6736,124.656,13.6176,152.355,3,1
6615,2,84.03,63.0,4.0,42.0,14.7064,143.787,12.7216,184.5375,9.380174600844192,190.1655,8.8904,164.2515,17.7416,137.8125,12.1936,179.655,0,1
6616,2,105.94,31.5,3.2,52.5,14.1112,120.0045,13.976,195.363,9.776,208.383,9.3808,186.7845,15.3256,127.281,14.7416,165.501,0,1
6617,0,127.73,73.5,5.6,84.0,14.4424,121.212,12.9816,176.9355,7.8472,197.0535,9.5464,157.773,14.0264,95.067,13.7744,160.9755,2,0
6618,3,166.59,42.0,1.6,52.5,15.0416,101.6505,12.6288,175.4235,8.7992,198.2715,8.8368,177.639,15.1984,133.9695,12.7592,194.376,3,0
6619,1,145.74,168.0,2.4,31.5,13.4416,129.948,14.1456,183.8943132959058,9.6,214.389,9.143454445837396,168.7455,14.028,89.145,13.288,168.5308173850917,3,0
6620,1,114.61,115.5,8.0,84.0,13.8272,115.059,15.0936,179.487,9.856,214.7775,9.5616,171.045,15.0904,113.6205,14.7576,194.9535,3,0
6621,4,117.7,42.0,8.8,115.5,14.9968,126.588,12.9808,161.343,9.8456,213.507,11.268,175.9275,13.5984,108.2235,12.7536,176.3895,1,0
6622,0,61.92,84.0,5.6,115.5,15.1672,119.742,13.572,190.6485,10.3584,209.5905,10.2552,181.293,14.364,126.7875,12.6032,138.3375,2,1
6623,1,75.08,94.5,6.4,115.5,13.5352,122.808,13.6624,172.431,9.3136,197.4,9.3568,177.3555,16.172,100.863,11.9056,184.548,3,1
6624,4,209.91,31.5,10.4,52.5,13.1432,120.204,13.5784,194.439,9.4264,187.845,8.9792,167.7795,14.912,119.952,13.2528,176.4525,1,1
6625,2,109.5,21.0,8.8,84.0,12.4632,129.024,14.1008,204.0045,8.68,193.578,8.2112,162.687,13.4816,136.6785,10.744,192.885,0,0
6626,2,101.66,31.5,4.0,126.0,15.2112,108.2025,12.8368,173.439,8.5504,184.0965,8.6952,189.504,15.8504,147.2415,12.5264,160.293,0,0
6627,1,160.72,157.5,7.2,52.5,14.1192,126.609,14.1352,179.34,11.1104,195.2685,8.9592,166.4145,16.7904,120.8655,11.9944,202.6185,3,1
6628,3,104.04,157.5,4.8,42.0,13.8488,111.6675,12.5176,182.9835,9.5048,211.029,9.143454445837396,167.706,15.4184,85.365,12.4936,160.0095,3,0
6629,2,154.26,31.5,12.8,21.0,14.4104,126.441,15.356,191.2995,8.9432,190.9845,10.4456,152.964,15.128,109.221,12.196,166.5615,0,1
6630,2,83.65,63.0,6.4,84.0,14.832,105.903,14.3216,189.756,9.524,196.9695,9.3696,183.981,15.334764208456244,112.14,12.9544,167.034,0,0
6631,4,75.37,63.0,8.8,84.0,13.3424,106.47,13.8176,184.7265,9.164,206.934,8.7544,192.6015,14.5168,105.546,11.7376,168.5308173850917,1,0
6632,4,81.84,105.0,4.0,84.0,14.8632,121.8315,15.0848,192.297,10.8552,193.4205,10.6152,149.7825,15.5496,120.8235,13.8456,156.24,1,0
6633,2,147.89,63.0,5.6,63.0,13.9776,104.853,12.0056,185.6925,9.096,198.1875,10.2712,193.452,13.9472,136.164,10.4312,161.4795,0,1
6634,2,152.13,84.0,7.2,126.0,15.5936,114.2925,13.7976,180.8625,8.6536,209.0025,9.2416,159.5685,12.712,123.7635,9.2368,165.2175,0,0
6635,4,106.73,105.0,4.8,52.5,14.7216,104.832,14.2768,183.519,8.9792,195.1845,9.0328,164.682,14.4816,112.3185,12.52185326061181,176.4735,1,0
6636,2,138.94,63.0,7.2,115.5,13.768,131.397,14.7288,199.8255,10.5648,208.929,9.2392,191.919,14.8408,125.1705,11.1792,158.1195,0,0
6637,3,131.46,0.0,13.6,31.5,15.7856,126.0735,13.452,163.0965,8.6784,199.78686732152738,9.96,155.7465,14.4744,121.7895,12.3504,166.362,3,0
6638,4,258.31,94.5,11.2,105.0,13.9824,129.0555,13.2032,194.481,9.9344,188.3385,9.604,176.6625,16.2848,110.733,13.7752,163.842,1,0
6639,2,75.76,0.0,9.6,168.0,14.304,130.305,13.69768284260269,185.7975,10.4032,189.357,9.6016,169.932,15.4488,147.3045,13.4256,162.4035,0,1
6640,4,106.9,63.0,8.8,42.0,14.4264,126.0105,14.704,176.883,8.0288,193.599,9.1512,195.069,15.02,146.5275,11.1864,177.6495,1,0
6641,0,164.79,73.5,5.6,52.5,13.6008,141.414,12.9144,183.6555,9.08,188.895,9.143454445837396,187.215,16.2752,113.862,12.0832,162.0675,2,0
6642,1,173.07,84.0,0.0,42.0,13.9512,116.193,13.2728,197.1585,10.8104,196.455,8.1112,176.9985,14.272,135.24,14.6304,151.5465,3,0
6643,3,152.84,52.5,6.4,52.5,13.9232,135.6285,14.1096,180.138,9.1632,197.4525,9.1512,196.896,16.4032,123.4065,13.4568,143.9025,3,0
6644,1,58.63,31.5,4.0,52.5,15.2256,126.84,13.5872,183.8943132959058,10.4752,194.8485,8.1112,157.416,14.8736,133.014,12.7456,149.688,3,0
6645,2,92.05,42.0,0.8,73.5,14.1392,118.6185,14.5664,202.902,9.6,183.288,8.2352,205.485,15.7832,122.556,11.2,175.4025,0,0
6646,0,85.04,94.5,4.8,52.5,13.6648,128.415,13.1424,188.4855,9.5392,195.615,8.9224,152.3445,15.7376,130.074,12.2232,184.0335,2,0
6647,0,129.11,126.0,3.2,73.5,13.3872,126.126,12.1872,189.168,9.2848,193.683,8.8328,177.765,15.4992,128.205,14.0736,182.5425,2,0
6648,0,113.72,73.5,12.8,52.5,14.5112,132.4785,13.04,174.51,8.1584,186.69,9.1144,170.835,17.1136,130.41,11.0296,172.0635,2,0
6649,0,141.06,73.5,5.6,31.5,13.9976,134.946,12.88,172.5045,11.0648,202.167,8.7088,189.8925,14.7648,133.434,12.9192,184.4535,2,0
6650,3,102.56,73.5,3.2,31.5,14.9176,109.935,13.3168,180.1905,10.2784,200.3505,8.0512,178.395,14.7536,97.356,13.0328,156.7125,3,0
6651,4,135.88,31.5,15.2,63.0,14.9088,109.3785,15.4744,195.3945,9.3648,175.203,10.9992,179.2665,15.6504,86.4255,11.7024,168.6195,1,0
6652,4,113.58,94.5,3.2,73.5,14.412,134.022,12.76,178.0065,9.8472,210.2625,7.8136,196.413,14.8304,123.0285,14.1224,175.266,1,0
6653,2,83.81,31.5,4.0,94.5,13.3368,119.721,14.88,178.773,10.0616,199.78686732152738,9.9448,170.94,16.6088,137.4345,11.9568,160.23,0,0
6654,3,90.33,21.0,5.6,63.0,13.184,103.1835,14.3736,185.5245,8.5648,188.7585,9.3368,160.2825,12.7016,134.1585,11.9488,192.507,3,0
6655,1,93.33,136.5,0.8,52.5,15.0304,139.7655,13.69768284260269,178.122,9.4472,212.3205,8.8064,167.475,16.1328,117.7155,11.7664,146.79,3,0
6656,2,88.5,10.5,5.6,42.0,14.64,119.385,13.7544,162.2985,9.380174600844192,203.154,9.6848,169.2395625349097,14.8296,122.86838824694618,11.6224,192.255,0,1
6657,0,80.29,10.5,9.6,63.0,14.3448,122.7345,12.62,178.941,9.7368,210.5565,9.6368,176.337,14.8272,155.1585,11.668,161.91,2,0
6658,0,114.84,21.0,5.6,63.0,15.0296,115.6575,13.3176,171.507,10.8832,197.4315,9.436,169.2395625349097,15.0344,139.9125,12.44,179.1615,2,0
6659,2,153.18,105.0,5.6,73.5,15.1608,105.63,14.0768,189.4305,9.956,201.7575,9.1568,163.1595,13.6264,119.2905,14.8976,168.5308173850917,0,1
6660,0,189.67,84.0,3.2,63.0,12.988,109.452,11.4288,185.7975,9.792,199.269,8.9136,167.0445,15.552,119.742,14.0608,178.0485,2,0
6661,3,159.7,84.0,6.4,63.0,13.1912,131.607,14.2488,167.6535,9.5296,204.4035,10.6448,158.7075,15.0648,110.7435,12.756,173.397,3,0
6662,4,63.13,73.5,8.0,115.5,14.2792,134.379,14.8504,183.792,11.3192,219.723,8.4824,163.6845,16.296,110.124,12.2288,163.6635,1,0
6663,4,179.79,73.5,11.2,94.5,15.9336,132.9195,13.9152,191.1,9.6616,203.1225,9.8872,174.4785,15.334764208456244,144.3225,12.2872,168.5308173850917,1,0
6664,4,191.14,136.5,2.4,42.0,16.196,126.3675,13.2952,178.731,9.4128,180.726,10.1104,186.48,15.7912,107.478,11.552,162.6345,1,0
6665,3,132.23,10.5,4.0,52.5,14.2648,128.331,13.6136,165.522,8.8616,194.1975,9.3424,165.018,15.004,106.0605,13.0488,169.3545,3,1
6666,4,169.72,10.5,7.2,52.5,13.952,123.123,15.532,179.634,9.1192,212.2785,8.8912,177.8805,14.5272,111.3945,12.52185326061181,186.2595,1,1
6667,2,112.03,31.5,8.0,73.5,14.4344,123.2073365962834,12.924,186.3225,10.2016,186.7005,9.476,171.3285,14.4656,104.7165,13.2344,157.395,0,0
6668,1,93.76,115.5,1.6,42.0,15.2784,123.2073365962834,13.308,185.2095,8.5232,192.738,7.2864,169.2395625349097,15.2352,136.479,12.3728,134.757,3,0
6669,4,168.0,31.5,10.4,84.0,13.5288,133.6335,12.8752,183.5715,9.0504,196.602,9.288,174.6885,15.1896,117.0435,13.0064,183.162,1,0
6670,0,128.66,21.0,11.2,0.0,13.4664,116.7915,15.0728,187.6875,9.4704,204.687,9.8824,148.9845,14.8768,123.69,11.7408,211.1025,2,1
6671,0,130.54,31.5,6.4,42.0,15.2256,131.943,13.072,195.09,9.0056,194.04,9.5592,152.2815,15.1648,102.984,12.5944,168.5308173850917,2,0
6672,4,80.44,84.0,9.6,31.5,14.2704,126.3255,13.69768284260269,165.2805,9.6328,189.546,8.8176,162.6765,14.7496,116.7075,13.3952,166.551,1,0
6673,1,91.71,73.5,0.8,42.0,13.0744,123.5325,14.284,179.235,10.1096,184.338,10.456,173.439,15.6424,118.503,12.0704,166.0995,3,0
6674,4,112.3,115.5,8.0,63.0,13.5312,115.605,14.1904,173.796,8.86,206.7135,9.9688,185.5875,15.2128,132.741,12.2936,177.8175,1,1
6675,0,90.22,63.0,4.8,105.0,13.3784,107.541,15.0232,180.285,9.0752,197.988,9.7472,166.5195,16.824,143.787,12.9048,146.5065,2,0
6676,0,203.25,73.5,8.8,52.5,14.4512,116.9175,13.9352,185.766,8.7584,215.5755,10.3584,175.623,14.0752,132.5625,11.9096,168.5308173850917,2,0
6677,1,147.65,199.5,3.2,31.5,14.4472,122.283,13.3136,184.527,9.0312,209.727,8.6168,171.906,14.0872,136.038,12.7168,161.364,3,1
6678,1,153.01,115.5,0.8,73.5,14.6568,123.291,13.6048,179.508,8.376,203.595,9.812,168.357,16.5832,134.0535,11.4576,187.824,3,0
6679,3,141.25,157.5,6.4,31.5,14.4312,125.454,13.6336,184.3905,8.8096,199.6575,8.256,174.489,14.244,118.818,11.7432,191.6565,3,0
6680,0,133.73,73.5,7.2,84.0,12.6784,111.6885,14.6856,192.5175,9.2592,192.738,8.5112,143.1465,17.4552,116.949,11.52,180.7785,2,1
6681,2,94.8,31.5,2.4,31.5,13.272,110.565,13.4528,170.6985,8.6504,216.5205,7.156,151.4625,16.1336,130.2735,13.5056,160.188,0,0
6682,0,195.33,105.0,7.2,94.5,14.2632,110.67,12.2904,174.9405,9.428,201.8625,10.8008,173.166,13.8672,105.987,12.3712,150.045,2,0
6683,1,111.71,126.0,0.8,31.5,13.8976,116.319,13.92,175.602,8.4856,191.226,10.744,175.917,14.5616,145.11,12.52185326061181,153.237,3,0
6684,4,186.66,31.5,4.0,84.0,15.6512,119.5425,12.7592,174.699,8.7616,199.78686732152738,10.4688,196.7385,15.952,104.6325,12.9264,171.738,1,0
6685,1,104.09,157.5,3.2,31.5,12.3816,125.4015,13.708,174.111,9.952,219.828,6.7224,160.461,14.924,107.562,12.9056,160.6185,3,0
6686,2,111.91,21.0,4.8,105.0,14.076,115.815,13.7256,183.225,9.3264,190.596,9.143454445837396,185.5455,15.544,118.3875,12.7512,175.2975,0,0
6687,3,165.94,0.0,12.0,21.0,14.72,118.734,13.7992,203.5425,8.5976,176.9565,8.824,172.767,15.3488,129.78,11.4416,160.629,3,0
6688,4,121.57,73.5,4.0,73.5,13.552,139.1145,15.6816,172.5255,9.2872,199.78686732152738,9.4936,185.2095,13.4392,139.839,11.9984,192.5175,1,0
6689,3,170.42,21.0,15.2,126.0,15.044,132.7305,14.1728,183.2775,8.7576,203.1225,7.792,179.235,14.4816,98.2275,13.8432,175.581,3,0
6690,2,117.99,42.0,8.8,52.5,15.8024,110.1135,14.7016,214.9875,8.4552,180.9885,9.5728,171.9165,14.948,106.827,10.2272,164.64,0,0
6691,3,127.33,63.0,6.4,42.0,14.0616,125.139,15.2288,176.169,9.98,192.8115,8.6616,170.016,16.9864,156.5865,13.0824,134.274,3,0
6692,2,113.44,52.5,2.4,115.5,16.032,131.3655,13.1968,169.155,9.94,222.8625,8.552,155.3895,15.2648,131.6595,13.236,165.1125,0,0
6693,4,122.89,115.5,12.0,52.5,12.8704,119.2695,13.1496,188.454,9.380174600844192,193.599,7.9856,170.8665,15.7008,129.381,12.5304,161.4795,1,0
6694,0,259.87,21.0,14.4,10.5,14.6392,109.6095,13.1928,173.1135,10.5768,213.843,9.0912,152.649,15.148,117.558,12.48,164.3775,2,1
6695,1,84.07,199.5,0.8,21.0,15.0144,119.826,13.3368,171.444,8.7968,183.9285,10.1912,152.1765,14.9336,118.0515,13.5912,188.202,3,0
6696,4,92.79,21.0,2.4,42.0,14.4208,132.8775,13.4648,182.5215,9.4432,201.3165,9.6808,173.754,14.6568,145.4355,13.916,181.6605,1,0
6697,1,101.04,136.5,3.2,31.5,14.2768,109.515,14.164,182.931,8.4448,190.9845,8.9832,165.7215,16.424,127.7325,12.9056,182.742,3,0
6698,2,259.51,94.5,4.8,84.0,14.6584,123.816,13.3424,179.9805,8.3464,207.942,8.3048,170.247,14.7392,105.4935,11.8576,177.9015,0,0
6699,1,157.31,73.5,8.0,94.5,14.128,122.0625,12.9472,189.357,8.8496,216.384,9.3312,167.6535,16.1864,152.565,11.556,181.671,3,0
6700,4,124.66,105.0,8.8,63.0,15.5,137.0775,13.7616,171.4545,8.2344,201.1905,8.8648,168.0105,16.1336,130.242,12.536,168.5308173850917,1,0
6701,0,153.99,21.0,8.0,21.0,14.104,120.288,14.4552,192.948,10.5192,202.6605,9.8248,183.057,14.6072,139.944,12.7992,181.671,2,0
6702,3,193.59,105.0,8.8,52.5,13.8992,123.879,14.5128,172.1475,9.3032,212.73,10.604,169.05,15.528,111.8565,12.696,168.5308173850917,3,1
6703,1,115.9,126.0,7.2,105.0,15.5168,123.375,13.7888,189.2835,9.2856,203.217,9.3912,203.2905,18.1072,154.98,11.6712,153.006,3,0
6704,4,144.28,84.0,6.4,31.5,13.4464,131.4915,14.7432,186.0075,9.24,206.5875,11.4416,183.981,15.536,107.436,12.52185326061181,183.519,1,0
6705,3,75.66,105.0,8.0,115.5,17.0688,126.84,12.1976,182.637,9.380174600844192,196.917,9.2144,178.395,14.7216,136.8045,11.6624,166.5825,3,0
6706,1,143.0,115.5,7.2,73.5,13.068,118.545,14.2712,180.2535,7.5368,206.997,9.0568,167.076,14.0616,121.7685,11.1184,155.2425,3,0
6707,0,271.56,84.0,7.2,84.0,13.9352,113.106,14.5992,178.6365,9.2512,187.11,8.3768,148.848,16.7976,102.8685,13.1248,173.9325,2,1
6708,3,111.53,84.0,2.4,31.5,14.4632,127.0185,13.3752,210.21,9.380174600844192,194.754,9.7024,163.1385,14.4232,115.2795,11.8632,168.5308173850917,3,0
6709,1,122.91,147.0,1.6,52.5,15.456,118.7445,12.3776,195.678,8.4184,197.9775,10.3152,183.4875,14.7168,123.858,12.3112,185.073,3,0
6710,1,55.22,31.5,4.0,105.0,15.5608,109.704,13.064,174.426,10.6768,202.608,8.8768,152.964,15.4728,107.268,12.004,134.8935,3,0
6711,4,85.49,94.5,9.6,94.5,14.9088,118.6815,14.6416,183.7605,9.2784,206.8815,9.143454445837396,171.318,14.3752,140.007,12.7632,169.3755,1,0
6712,2,90.22,52.5,6.4,105.0,14.2528,120.015,11.716,183.8943132959058,9.3552,196.8435,10.0176,155.736,12.6656,128.8875,13.0304,161.238,0,1
6713,0,133.51,31.5,11.2,42.0,14.6536,120.9075,13.316,177.5445,10.7264,201.558,10.9072,163.443,15.992,135.933,11.2344,164.1675,2,0
6714,4,118.45,231.0,1.6,84.0,14.5096,118.293,13.1472,183.8943132959058,9.8768,199.71,10.8696,175.014,15.4744,107.6985,12.52185326061181,181.734,1,0
6715,1,103.49,136.5,1.6,31.5,13.688,138.432,13.3272,187.047,8.5024,195.321,7.1568,175.6545,16.9088,122.86838824694618,12.0856,183.078,3,0
6716,1,112.59,73.5,8.8,84.0,14.4504,119.469,13.3112,198.6495,10.1696,205.632,10.332,165.0075,15.3744,117.222,11.7984,160.0305,3,0
6717,2,97.36,52.5,8.0,73.5,15.5128,131.0085,13.2872,172.053,9.9656,198.807,9.2776,158.5395,17.5688,155.6625,11.5752,162.3195,0,0
